Class Number, Class Name, Section Name, Instructor, Capacity, Enrolled, Available Seats, Wait List Capacity, Wait List Total
3687,WTCA  119 - 08   REVIT - Level 1,08-LEC Dynamic,Staff,15,0,15,0,0
1523,WTCP  119 - 01   Create iPhone Applications - Level 1,01-LEC Dynamic,Staff,20,0,20,0,0
1560,WTDM  119 - 01   Adobe Photoshop CC Nivel 1,01-LEC Dynamic,Staff,15,0,15,0,0
2933,WTDM  119 - 02   Adobe Photoshop CC Nivel 1,02-LEC Dynamic,Staff,16,0,16,0,0
1023,WTNT  119 - 01   Computers and Windows 7,01-LEC Dynamic,Staff,25,0,25,0,0
1024,WTNT  119 - 02   Computers and Windows 7,02-LEC Dynamic,Staff,25,0,25,0,0
1025,WTNT  119 - 03   Computers and Windows 7,03-LEC Dynamic,Staff,25,0,25,0,0
1026,WTNT  119 - 04   Computers and Windows 7,04-LEC Dynamic,Staff,25,0,25,0,0
3590,RLEC  118 - 01   Service Learning,01-LEC Dynamic,Staff,15,0,15,0,0
3046,RLKC  118 - 01   LEGO® EV3 Robotics: Engineering and Design Level 1,01-LEC Dynamic,Staff,15,0,15,0,0
1380,RLPH  118 - 01   Light-up the Night: Photography,01-LEC Dynamic,Staff,20,0,20,0,0
3786,RLSC  118 - 01   55+ Microsoft Office 2013 Basic: Word· Excel· and PowerPoint,01-LEC Dynamic,Staff,30,0,30,0,0
3853,RLSP  118 - 01   Textile 101,01-LEC Dynamic,Staff,16,0,16,0,0
3567,RLTH  118 - 01   Learn Stand-Up Comedy,01-LEC Dynamic,Staff,20,0,20,0,0
3568,RLTH  118 - 02   Learn Stand-Up Comedy,02-LEC Dynamic,Staff,20,0,20,0,0
1323,WBCI  118 - 01   General Construction Estimating,01-LEC Dynamic,Staff,30,0,30,0,0
1330,WBCI  118 - 02   General Construction Estimating,02-LEC Dynamic,Staff,30,0,30,0,0
2017,WBFI  118 - 01   Options Plain and Simple Part I,01-LEC Dynamic,Staff,20,0,20,0,0
2368,WBFI  118 - 02   Options Plain and Simple Part I,02-LEC Dynamic,Staff,25,0,25,0,0
2158,WBIE  118 - 01   Introducción a Importar y Exportar,01-LEC Dynamic,Staff,16,0,16,0,0
1180,WBRE  118 - 01   Real Estate Exam Retake,01-LEC Dynamic,Staff,20,0,20,0,0
1184,WBRE  118 - 02   Real Estate Exam Retake,02-LEC Dynamic,Staff,20,0,20,0,0
1193,WLEP  118 - 01   English Conversation 1 - 21 hrs,01-LEC Dynamic,Staff,25,0,25,0,0
1195,WLEP  118 - 02   English Conversation 1 - 21 hrs,02-LEC Dynamic,Staff,25,0,25,0,0
1197,WLEP  118 - 03   English Conversation 1 - 21 hrs,03-LEC Dynamic,Staff,25,0,25,0,0
1199,WLEP  118 - 04   English Conversation 1 - 21 hrs,04-LEC Dynamic,Staff,25,0,25,0,0
1524,WTCA  118 - 01   Drafting Fundamentals,01-LEC Dynamic,Staff,20,0,20,0,0
1895,WTCA  118 - 02   Drafting Fundamentals,02-LEC Dynamic,Staff,15,0,15,0,0
1044,WTCR  118 - 01   Computer Repair Level 2,01-LEC Dynamic,Staff,25,0,25,0,0
1747,WTCR  118 - 02   Computer Repair Level 2,02-LEC Dynamic,Staff,20,0,20,0,0
1750,WTCR  118 - 03   Computer Repair Level 2,03-LEC Dynamic,Staff,20,0,20,0,0
3617,WTCR  118 - 04   Computer Repair Level 2,04-LEC Dynamic,Staff,16,0,16,0,0
1522,WTDM  118 - 01   Adobe Photoshop CC Level 2,01-LEC Dynamic,Staff,15,0,15,0,0
1699,WTDM  118 - 02   Adobe Photoshop CC Level 2,02-LEC Dynamic,Staff,20,0,20,0,0
1705,WTDM  118 - 03   Adobe Photoshop CC Level 2,03-LEC Dynamic,Staff,20,0,20,0,0
3679,WTDM  118 - 04   Adobe Photoshop CC Level 2,04-LEC Dynamic,Staff,16,0,16,0,0
3680,WTDM  118 - 05   Adobe Photoshop CC Level 2,05-LEC Dynamic,Staff,16,0,16,0,0
2885,RLCP  117 - 01   SAT Boot Camp,01-LEC Dynamic,Staff,20,0,20,0,0
3589,RLEC  117 - 01   Service Learning,01-LEC Dynamic,Staff,15,0,15,0,0
2388,RLFA  117 - 01   Reading Essentials - 5th and 6th Grade,01-LEC Dynamic,Staff,15,0,15,5,0
2389,RLFA  117 - 02   Reading Essentials - 5th and 6th Grade,02-LEC Dynamic,Staff,15,0,15,5,0
3831,RLFS  117 - 01   Cross Training,01-LEC Dynamic,Staff,30,0,30,0,0
2986,RLKT  117 - 01   Adobe Illustrator for Teens (Ages 12-16),01-LEC Dynamic,Staff,15,0,15,0,0
1630,RLPD  117 - 01   Charcoal Drawing,01-LEC Dynamic,Staff,30,0,30,0,0
2912,RLSC  117 - 01   55+ El Internet,01-LEC Dynamic,Staff,16,0,16,0,0
2725,RLSP  117 - 01   Sewing – Intermediate/Advanced,01-LEC Dynamic,Staff,15,0,15,0,0
2801,RLTH  117 - 01   An Introduction to Voiceovers,01-LEC Dynamic,Staff,20,0,20,0,0
1240,WBCI  117 - 01   Fundamentals of Blueprint Reading,01-LEC Dynamic,Staff,30,0,30,0,0
1242,WBCI  117 - 02   Fundamentals of Blueprint Reading,02-LEC Dynamic,Staff,30,0,30,0,0
2657,WBCI  117 - 03   Fundamentals of Blueprint Reading,03-LEC Dynamic,Staff,30,0,30,0,0
2658,WBCI  117 - 04   Fundamentals of Blueprint Reading,04-LEC Dynamic,Staff,30,0,30,0,0
1964,WBEB  117 - 01   Branding Your Products and Services,01-LEC Dynamic,Staff,20,0,20,0,0
1141,WBFI  117 - 01   Stock Market for Beginners,01-LEC Dynamic,Staff,16,0,16,0,0
2244,WBFI  117 - 02   Stock Market for Beginners,02-LEC Dynamic,Staff,20,0,20,0,0
2296,WBIE  117 - 01   Introduction to Importing and Exporting,01-LEC Dynamic,Staff,25,0,25,0,0
2318,WBIE  117 - 02   Introduction to Importing and Exporting,02-LEC Dynamic,Staff,30,0,30,0,0
3277,WBIE  117 - 03   Introduction to Importing and Exporting,03-LEC Dynamic,Staff,30,0,30,0,0
1176,WLEP  117 - 01   English Conversation 1 - 56 hrs,01-LEC Dynamic,Staff,25,0,25,0,0
1178,WLEP  117 - 02   English Conversation 1 - 56 hrs,02-LEC Dynamic,Staff,25,0,25,0,0
2444,WLEP  117 - 03   English Conversation 1 - 56 hrs,03-LEC Dynamic,Staff,16,0,16,0,0
2445,WLEP  117 - 04   English Conversation 1 - 56 hrs,04-LEC Dynamic,Staff,16,0,16,0,0
1885,WTCA  117 - 01   AutoCAD 3D 2014 For Interior Designers,01-LEC Dynamic,Staff,15,0,15,0,0
3348,WTCI  117 - 01   Cisco CCNA 2013 (200-101 ICND2 v2.0) Part 2,01-LEC Dynamic,Staff,16,0,16,0,0
1043,WTCR  117 - 01   Computer Repair Level 1,01-LEC Dynamic,Staff,25,0,25,0,0
1744,WTCR  117 - 02   Computer Repair Level 1,02-LEC Dynamic,Staff,20,0,20,0,0
1749,WTCR  117 - 03   Computer Repair Level 1,03-LEC Dynamic,Staff,20,0,20,0,0
3616,WTCR  117 - 04   Computer Repair Level 1,04-LEC Dynamic,Staff,16,0,16,0,0
2349,RLAC  116 - 01   Scuba Certification - 30 hrs,01-LEC Dynamic,Staff,20,0,20,0,0
2350,RLAC  116 - 02   Scuba Certification - 30 hrs,02-LEC Dynamic,Staff,20,0,20,0,0
2585,RLCP  116 - 01   PERT Verbal Review,01-LEC Dynamic,Staff,20,0,20,0,0
2586,RLCP  116 - 02   PERT Verbal Review,02-LEC Dynamic,Staff,20,0,20,0,0
2587,RLCP  116 - 03   PERT Verbal Review,03-LEC Dynamic,Staff,20,0,20,0,0
2881,RLCP  116 - 04   PERT Verbal Review,04-LEC Dynamic,Staff,20,0,20,0,0
2386,RLFA  116 - 01   Reading Essentials - 3rd and 4th Grade,01-LEC Dynamic,Staff,15,0,15,5,0
2387,RLFA  116 - 02   Reading Essentials - 3rd and 4th Grade,02-LEC Dynamic,Staff,15,0,15,5,0
2698,RLFD  116 - 01   Bridal Floral Design,01-LEC Dynamic,Staff,12,0,12,0,0
2701,RLFD  116 - 02   Bridal Floral Design,02-LEC Dynamic,Staff,12,0,12,0,0
2417,RLFD  116 - 03   Bridal Floral Design,03-LEC Dynamic,Staff,16,0,16,8,0
3278,RLFS  116 - 01   Core Basics - Strengthen & Stretch,01-LEC Dynamic,Staff,16,0,16,0,0
3280,RLFS  116 - 02   Core Basics - Strengthen & Stretch,02-LEC Dynamic,Staff,16,0,16,0,0
3229,WBEB  116 - 01   Starting Your Floral Business,01-LEC Dynamic,Staff,16,0,16,0,0
2246,WBIE  116 - 01   Importing to and Exporting from the United States,01-LEC Dynamic,Staff,20,0,20,0,0
2317,WBIE  116 - 02   Importing to and Exporting from the United States,02-LEC Dynamic,Staff,30,0,30,0,0
3244,WBIE  116 - 03   Importing to and Exporting from the United States,03-LEC Dynamic,Staff,16,0,16,0,0
2069,WBRE  116 - 01   Mold Inspection Remediation,01-LEC Dynamic,Staff,15,0,15,0,0
2061,WBWA  116 - 01   Introduction to Writing Novels and Short Stories,01-LEC Dynamic,Staff,25,0,25,0,0
2293,WCIS  116 - 02   Understanding Developmentally Appropriate Practice (UDAP),02-LEC Dynamic,Staff,25,0,25,0,0
2294,WCIS  116 - 03   Understanding Developmentally Appropriate Practice (UDAP),03-LEC Dynamic,Staff,25,0,25,0,0
2297,WCIS  116 - 04   Understanding Developmentally Appropriate Practice (UDAP),04-LEC Dynamic,Staff,25,0,25,0,0
3626,WCIS  116 - 05   Understanding Developmentally Appropriate Practice (UDAP),05-LEC Dynamic,Staff,20,0,20,0,0
3627,WCIS  116 - 06   Understanding Developmentally Appropriate Practice (UDAP),06-LEC Dynamic,Staff,20,0,20,0,0
1433,WLEP  116 - 01   English Conversation 1 - 42 hrs,01-LEC Dynamic,Staff,16,0,16,0,0
1977,WLEP  116 - 02   English Conversation 1 - 42 hrs,02-LEC Dynamic,Staff,30,0,30,0,0
2359,WLEP  116 - 03   English Conversation 1 - 42 hrs,03-LEC Dynamic,Staff,16,0,16,0,0
2360,WLEP  116 - 04   English Conversation 1 - 42 hrs,04-LEC Dynamic,Staff,16,0,16,0,0
1969,WTCA  116 - 01   AutoCAD 2014 - Nivel 2,01-LEC Dynamic,Staff,15,0,15,0,0
3347,WTCI  116 - 01   Cisco CCNA 2013 (100-101 ICND1 v2.0) Part 1,01-LEC Dynamic,Staff,16,0,16,0,0
1564,WTDM  116 - 01   Adobe Illustrator CC Nivel 1,01-LEC Dynamic,Staff,15,0,15,0,0
3490,WTDM  116 - 02   Adobe Illustrator CC Nivel 1,02-LEC Dynamic,Staff,16,0,16,0,0
1364,RLAR  115 - 01   Beginning Drawing,01-LEC Dynamic,Staff,20,0,20,0,0
1618,RLAR  115 - 02   Beginning Drawing,02-LEC Dynamic,Staff,15,0,15,0,0
1619,RLAR  115 - 03   Beginning Drawing,03-LEC Dynamic,Staff,15,0,15,0,0
1265,RLCP  115 - 01   PERT Math Review,01-LEC Dynamic,Staff,25,0,25,0,0
1268,RLCP  115 - 02   PERT Math Review,02-LEC Dynamic,Staff,25,0,25,0,0
1424,RLCP  115 - 03   PERT Math Review,03-LEC Dynamic,Staff,25,0,25,0,0
2579,RLCP  115 - 04   PERT Math Review,04-LEC Dynamic,Staff,16,0,16,0,0
2580,RLCP  115 - 05   PERT Math Review,05-LEC Dynamic,Staff,16,0,16,0,0
2581,RLCP  115 - 06   PERT Math Review,06-LEC Dynamic,Staff,16,0,16,0,0
2878,RLCP  115 - 07   PERT Math Review,07-LEC Dynamic,Staff,20,0,20,0,0
2375,RLFA  115 - 01   Reading Essentials - 1st and 2nd Grade,01-LEC Dynamic,Staff,15,0,15,5,0
2390,RLFA  115 - 02   Reading Essentials - 1st and 2nd Grade,02-LEC Dynamic,Staff,15,0,15,0,0
1410,RLFD  115 - 01   Basic Floral Design,01-LEC Dynamic,Staff,16,0,16,0,0
3293,RLFS  115 - 01   Horseback Riding Care and Maintenance,01-LEC Dynamic,Staff,15,0,15,0,0
3294,RLFS  115 - 02   Horseback Riding Care and Maintenance,02-LEC Dynamic,Staff,15,0,15,0,0
2141,RLID  115 - 01   Decoración de Interiores: Intensivo Parte 2,01-LEC Dynamic,Staff,16,0,16,0,0
2714,RLPD  115 - 01   Painting with Pastels,01-LEC Dynamic,Staff,5,0,5,0,0
2716,RLPD  115 - 02   Painting with Pastels,02-LEC Dynamic,Staff,5,0,5,0,0
3851,RLSP  115 - 01   Sewing 3,01-LEC Dynamic,Staff,16,0,16,0,0
3852,RLSP  115 - 02   Sewing 3,02-LEC Dynamic,Staff,16,0,16,0,0
1515,RSPE  115 - 01   FTCE: Subject Area Exam: Mathematics (6-12),01-LEC Dynamic,Staff,16,0,16,0,0
1005,WBEB  115 - 01   Writing an Effective Business Plan,01-LEC Dynamic,Staff,25,0,25,0,0
1310,WBEB  115 - 02   Writing an Effective Business Plan,02-LEC Dynamic,Staff,16,0,16,0,0
2062,WBEB  115 - 03   Writing an Effective Business Plan,03-LEC Dynamic,Staff,16,0,16,0,0
2157,WBIE  115 - 01   Importar y Exportar (Certificado),01-LEC Dynamic,Staff,16,0,16,0,0
1411,WBRE  115 - 01   Repaso para el Examen de la Licencia de Bienes Raíces,01-LEC Dynamic,Staff,25,0,25,0,0
2136,WBRE  115 - 02   Repaso para el Examen de la Licencia de Bienes Raíces,02-LEC Dynamic,Staff,15,0,15,0,0
2063,WBWA  115 - 01   Writing Novels and Short Stories - Intermediate level,01-LEC Dynamic,Staff,25,0,25,0,0
3411,WHPH  115 - 01   Phlebotomy Review,01-LEC Dynamic,Staff,20,0,20,0,0
1875,WTBT  115 - 01   Amazon for Sellers,01-LEC Dynamic,Staff,20,0,20,0,0
1037,WTCA  115 - 01   AutoCAD 2014 - Nivel 1,01-LEC Dynamic,Staff,25,0,25,0,0
1417,WTCA  115 - 02   AutoCAD 2014 - Nivel 1,02-LEC Dynamic,Staff,20,0,20,0,0
1963,WTCA  115 - 03   AutoCAD 2014 - Nivel 1,03-LEC Dynamic,Staff,15,0,15,0,0
3583,WTDM  115 - 01   Adobe Crash Course - Ps· Ai & Id "All-in-one" - Level 1 (30 Hours),01-LEC Dynamic,Staff,20,0,20,0,0
1786,WTVE  115 - 01   Record· Edit· and Share,01-LEC Dynamic,Staff,20,0,20,0,0
2402,RLAC  114 - 01   Private Swim Classes,01-LEC Dynamic,Staff,8,0,8,5,0
3745,RLAC  114 - 03   Private Swim Classes,03-LEC Dynamic,Staff,8,0,8,0,0
3747,RLAC  114 - 04   Private Swim Classes,04-LEC Dynamic,Staff,8,0,8,0,0
1212,RLAR  114 - 01   Beginners Painting and Drawing (24 Hours),01-LEC Dynamic,Staff,25,0,25,0,0
1272,RLCP  114 - 01   PERT English Review,01-LEC Dynamic,Staff,25,0,25,0,0
1301,RLCP  114 - 02   PERT English Review,02-LEC Dynamic,Staff,25,0,25,0,0
2410,RLCP  114 - 03   PERT English Review,03-LEC Dynamic,Staff,20,0,20,10,0
2409,RLCP  114 - 05   PERT English Review,05-LEC Dynamic,Staff,20,0,20,10,0
2455,RLCP  114 - 06   PERT English Review,06-LEC Dynamic,Staff,20,0,20,0,0
2426,RLEC  114 - 01   Organic Gardening,01-LEC Dynamic,Staff,15,0,15,5,0
2371,RLFA  114 - 01   Math Review - 1st and 2nd Grades,01-LEC Dynamic,Staff,15,0,15,5,0
2372,RLFA  114 - 02   Math Review - 1st and 2nd Grades,02-LEC Dynamic,Staff,15,0,15,5,0
3283,RLFS  114 - 01   Fitness Series,01-LEC Dynamic,Staff,30,0,30,0,0
3285,RLFS  114 - 02   Fitness Series,02-LEC Dynamic,Staff,30,0,30,0,0
2140,RLID  114 - 01   Decoración de Interiores: Intensivo Parte 1,01-LEC Dynamic,Staff,16,0,16,0,0
2987,RLKC  114 - 01   Digital Cartooning (Ages 12-16),01-LEC Dynamic,Staff,15,0,15,0,0
1383,RLPH  114 - 01   Fotografia Intermedia,01-LEC Dynamic,Staff,20,0,20,0,0
1384,RLPH  114 - 02   Fotografia Intermedia,02-LEC Dynamic,Staff,20,0,20,0,0
1643,RLPH  114 - 03   Fotografia Intermedia,03-LEC Dynamic,Staff,16,0,16,0,0
3165,RLPH  114 - 04   Fotografia Intermedia,04-LEC Dynamic,Staff,30,0,30,0,0
3145,RLSC  114 - 01   55+ All About Windows,01-LEC Dynamic,Staff,16,0,16,0,0
3849,RLSP  114 - 01   Sewing 2,01-LEC Dynamic,Staff,16,0,16,0,0
3850,RLSP  114 - 02   Sewing 2,02-LEC Dynamic,Staff,16,0,16,0,0
1751,RLTH  114 - 01   Prometeo - Professional Track Application,01-LEC Dynamic,Staff,50,0,50,0,0
2957,WBAB  114 - 01   Certified Bookkeeper Test Preparation: Payroll,01-LEC Dynamic,Staff,30,0,30,0,0
3057,WBEB  114 - 01   Simple Steps to Start Your Own Business Series,01-LEC Dynamic,Staff,30,0,30,0,0
3090,WBIE  114 - 01   How to Finance your Import/Export Business,01-LEC Dynamic,Staff,16,0,16,0,0
3346,WBIE  114 - 02   How to Finance your Import/Export Business,02-LEC Dynamic,Staff,30,0,30,0,0
2064,WBRE  114 - 01   Principles of Home Inspection – Field Inspections Provider #0002375 (ID# 0000031),01-LEC Dynamic,Staff,15,0,15,0,0
3750,WBRE  114 - 02   Principles of Home Inspection – Field Inspections Provider #0002375 (ID# 0000031),02-LEC Dynamic,Staff,30,0,30,0,0
1658,WBWA  114 - 01   Writing and Composition 1,01-LEC Dynamic,Staff,15,0,15,0,0
2173,WBWA  114 - 02   Writing and Composition 1,02-LEC Dynamic,Staff,30,0,30,0,0
3049,WCCP  114 - 01   Currículo Creativo Preescolar:  Literatura (4.5 CEUs),01-LEC Dynamic,Staff,30,0,30,0,0
3371,WHEP  114 - 01   TABE Test Review - Math,01-LEC Dynamic,Staff,25,0,25,0,0
1881,WTCA  114 - 01   AutoCAD 2014 - Level 4,01-LEC Dynamic,Staff,15,0,15,0,0
3686,WTCA  114 - 02   AutoCAD 2014 - Level 4,02-LEC Dynamic,Staff,15,0,15,0,0
3133,WTDM  114 - 01   Adobe Crash Course - Ps· Ai & Id "All-in-one" - Level 1 (15 hours),01-LEC Dynamic,Staff,16,0,16,0,0
3099,RLAC  113 - 01   Pre-swim Team (16 Hours),01-LEC Dynamic,Staff,10,0,10,0,0
3102,RLAC  113 - 02   Pre-swim Team (16 Hours),02-LEC Dynamic,Staff,10,0,10,0,0
3104,RLAC  113 - 03   Pre-swim Team (16 Hours),03-LEC Dynamic,Staff,10,0,10,0,0
2425,RLEC  113 - 01   Organic Composting,01-LEC Dynamic,Staff,16,0,16,8,0
2703,RLFA  113 - 01   FSA - 8th Grade Reading Review,01-LEC Dynamic,Staff,20,0,20,0,0
1730,RLFL  113 - 01   French 1 Intensive,01-LEC Dynamic,Staff,30,0,30,0,0
2215,RLFL  113 - 02   French 1 Intensive,02-LEC Dynamic,Staff,30,0,30,0,0
2705,RLPD  113 - 01   Basic Drawing,01-LEC Dynamic,Staff,20,0,20,0,0
2706,RLPD  113 - 02   Basic Drawing,02-LEC Dynamic,Staff,20,0,20,0,0
2419,RLPD  113 - 03   Basic Drawing,03-LEC Dynamic,Staff,15,0,15,5,0
2420,RLPD  113 - 04   Basic Drawing,04-LEC Dynamic,Staff,15,0,15,8,0
1381,RLPH  113 - 01   Fotografía Basica,01-LEC Dynamic,Staff,20,0,20,0,0
1382,RLPH  113 - 02   Fotografía Basica,02-LEC Dynamic,Staff,20,0,20,0,0
1644,RLPH  113 - 03   Fotografía Basica,03-LEC Dynamic,Staff,16,0,16,0,0
3847,RLSP  113 - 01   Sewing 1,01-LEC Dynamic,Staff,16,0,16,0,0
3848,RLSP  113 - 02   Sewing 1,02-LEC Dynamic,Staff,16,0,16,0,0
1756,RLTH  113 - 01   Los Prometeítos,01-LEC Dynamic,Staff,30,0,30,0,0
1510,RSPE  113 - 01   FTCE: Subject Area Exam Middle Grades Mathematics (5-9),01-LAB Dynamic,Staff,16,0,16,0,0
2954,WBAB  113 - 01   Certified Bookkeeper Test Preparation: Inventory and Internal Controls,01-LEC Dynamic,Staff,30,0,30,0,0
1653,WBCI  113 - 01   General Contractor License Exam Preparation,01-LEC Dynamic,Staff,30,0,30,0,0
2650,WBCI  113 - 02   General Contractor License Exam Preparation,02-LEC Dynamic,Staff,30,0,30,0,0
2659,WBCI  113 - 03   General Contractor License Exam Preparation,03-LEC Dynamic,Staff,30,0,30,0,0
3537,WBCI  113 - 04   General Contractor License Exam Preparation,04-LEC Dynamic,Staff,32,0,32,0,0
2240,WBEB  113 - 01   Starting and Operating Your Own Business,01-LEC Dynamic,Staff,20,0,20,0,0
1460,WBIE  113 - 01   Global Logistics Associate Certification,01-LEC Dynamic,Staff,25,0,25,0,0
2351,WBIE  113 - 02   Global Logistics Associate Certification,02-LEC Dynamic,Staff,25,0,25,0,0
3242,WBIE  113 - 03   Global Logistics Associate Certification,03-LEC Dynamic,Staff,16,0,16,0,0
2065,WBRE  113 - 01   Home Inspector Continuing Education (14 Hours),01-LEC Dynamic,Staff,15,0,15,0,0
3203,WCTR  113 - 02   5 Hours School-Age Appropriate Practices,02-LEC Dynamic,Staff,16,0,16,8,0
3205,WCTR  113 - 03   5 Hours School-Age Appropriate Practices,03-LEC Dynamic,Staff,16,0,16,8,0
3207,WCTR  113 - 04   5 Hours School-Age Appropriate Practices,04-LEC Dynamic,Staff,16,0,16,8,0
3758,WCTR  113 - 05   5 Hours School-Age Appropriate Practices,05-LEC Dynamic,Staff,25,0,25,0,0
3370,WHEP  113 - 01   TABE Test Review - Language,01-LEC Dynamic,Staff,25,0,25,0,0
3406,WHNC  113 - 01   Nursing Skills Update,01-LEC Dynamic,Staff,16,0,16,0,0
3407,WHNC  113 - 02   Nursing Skills Update,02-LEC Dynamic,Staff,16,0,16,0,0
3408,WHNC  113 - 03   Nursing Skills Update,03-LEC Dynamic,Staff,16,0,16,0,0
2639,WLEP  113 - 01   English Conversation 2A (70 Hours),01-LEC Dynamic,Staff,16,0,16,0,0
1862,WTCA  113 - 01   AutoCAD 2014 - Level 3,01-LEC Dynamic,Staff,20,0,20,0,0
1901,WTCA  113 - 02   AutoCAD 2014 - Level 3,02-LEC Dynamic,Staff,15,0,15,0,0
2943,WTCA  113 - 03   AutoCAD 2014 - Level 3,03-LEC Dynamic,Staff,16,0,16,0,0
3685,WTCA  113 - 04   AutoCAD 2014 - Level 3,04-LEC Dynamic,Staff,15,0,15,0,0
1339,WTDM  113 - 01   Adobe Photoshop CC Level 1,01-LEC Dynamic,Staff,15,0,15,0,0
1342,WTDM  113 - 02   Adobe Photoshop CC Level 1,02-LEC Dynamic,Staff,15,0,15,0,0
1414,WTDM  113 - 03   Adobe Photoshop CC Level 1,03-LEC Dynamic,Staff,20,0,20,0,0
1588,WTDM  113 - 04   Adobe Photoshop CC Level 1,04-LEC Dynamic,Staff,20,0,20,0,0
1696,WTDM  113 - 05   Adobe Photoshop CC Level 1,05-LEC Dynamic,Staff,25,0,25,0,0
2531,WTDM  113 - 06   Adobe Photoshop CC Level 1,06-LEC Dynamic,Staff,35,0,35,0,0
3677,WTDM  113 - 07   Adobe Photoshop CC Level 1,07-LEC Dynamic,Staff,16,0,16,0,0
3678,WTDM  113 - 08   Adobe Photoshop CC Level 1,08-LEC Dynamic,Staff,16,0,16,0,0
2794,RLAC  112 - 01,01-LEC Dynamic,Staff,5,0,5,0,0
1620,RLAR  112 - 01   Arte de Arcilla,01-LEC Dynamic,Staff,30,0,30,0,0
2408,RLCP  112 - 02   PERT Algebra Review,02-LEC Dynamic,Staff,16,0,16,8,0
2456,RLCP  112 - 03   PERT Algebra Review,03-LEC Dynamic,Staff,20,0,20,0,0
2407,RLCP  112 - 04   PERT Algebra Review,04-LEC Dynamic,Staff,16,0,16,8,0
2874,RLCP  112 - 05   PERT Algebra Review,05-LEC Dynamic,Staff,20,0,20,0,0
2457,RLCP  112 - 06   PERT Algebra Review,06-LEC Dynamic,Staff,20,0,20,0,0
2696,RLFA  112 - 01   FSA - 8th Grade Math Review (12 Hours),01-LEC Dynamic,Staff,20,0,20,0,0
2862,RLGE  112 - 01   LSAT Test Review,01-LEC Dynamic,Staff,20,0,20,0,0
1713,RLPF  112 - 01   Parent Education and Family Stabilization Course (CODP),01-LEC Dynamic,Staff,30,0,30,0,0
1714,RLPF  112 - 02   Parent Education and Family Stabilization Course (CODP),02-LEC Dynamic,Staff,30,0,30,0,0
1715,RLPF  112 - 03   Parent Education and Family Stabilization Course (CODP),03-LEC Dynamic,Staff,30,0,30,0,0
1716,RLPF  112 - 04   Parent Education and Family Stabilization Course (CODP),04-LEC Dynamic,Staff,30,0,30,0,0
1719,RLPF  112 - 05   Parent Education and Family Stabilization Course (CODP),05-LEC Dynamic,Staff,30,0,30,0,0
1720,RLPF  112 - 06   Parent Education and Family Stabilization Course (CODP),06-LEC Dynamic,Staff,30,0,30,0,0
2253,RLPF  112 - 07   Parent Education and Family Stabilization Course (CODP),07-LEC Dynamic,Staff,30,0,30,0,0
2254,RLPF  112 - 08   Parent Education and Family Stabilization Course (CODP),08-LEC Dynamic,Staff,30,0,30,0,0
2255,RLPF  112 - 09   Parent Education and Family Stabilization Course (CODP),09-LEC Dynamic,Staff,30,0,30,0,0
2256,RLPF  112 - 10   Parent Education and Family Stabilization Course (CODP),10-LEC Dynamic,Staff,30,0,30,0,0
2916,RLSC  112 - 01   55+ Navegando Windows 7 - Nivel 2,01-LEC Dynamic,Staff,16,0,16,0,0
1754,RLTH  112 - 01   Preparando al Actor,01-LEC Dynamic,Staff,25,0,25,0,0
2953,WBAB  112 - 01   Certified Bookkeeper Test Preparation: Depreciation,01-LEC Dynamic,Staff,30,0,30,0,0
1321,WBCI  112 - 01   Contract Administration and Management,01-LEC Dynamic,Staff,30,0,30,0,0
1187,WBEB  112 - 01   Starting a Small Business,01-LEC Dynamic,Staff,25,0,25,0,0
2019,WBEB  112 - 02   Starting a Small Business,02-LEC Dynamic,Staff,20,0,20,0,0
3227,WBEB  112 - 03   Starting a Small Business,03-LEC Dynamic,Staff,16,0,16,0,0
3228,WBEB  112 - 04   Starting a Small Business,04-LEC Dynamic,Staff,16,0,16,0,0
1996,WBEP  112 - 01   National Retail Federation Foundation (NRFF) Customer Service & Sales Certification Exam Preparation,01-LEC Dynamic,Staff,20,0,20,0,0
2649,WBEP  112 - 02   National Retail Federation Foundation (NRFF) Customer Service & Sales Certification Exam Preparation,02-LEC Dynamic,Staff,16,0,16,0,0
2366,WBFI  112 - 01   Investment for Beginners,01-LEC Dynamic,Staff,25,0,25,0,0
1347,WBIE  112 - 01   Freight Broker Essentials,01-LEC Dynamic,Staff,25,0,25,0,0
2652,WBIE  112 - 02   Freight Broker Essentials,02-LEC Dynamic,Staff,16,0,16,0,0
3246,WBIE  112 - 03   Freight Broker Essentials,03-LEC Dynamic,Staff,16,0,16,0,0
1015,WBRE  112 - 01   Home Inspection Pre Licensing Provider #0002375 (State Course ID No. 0000004),01-LEC Dynamic,Staff,25,0,25,0,0
1246,WBRE  112 - 02   Home Inspection Pre Licensing Provider #0002375 (State Course ID No. 0000004),02-LEC Dynamic,Staff,25,0,25,0,0
2059,WBRE  112 - 03   Home Inspection Pre Licensing Provider #0002375 (State Course ID No. 0000004),03-LEC Dynamic,Staff,15,0,15,0,0
1058,WCTR  112 - 01   5 Hours Infant-Toddler Appropriate Practices,01-LEC Dynamic,Staff,25,0,25,0,0
3192,WCTR  112 - 04   5 Hours Infant-Toddler Appropriate Practices,04-LEC Dynamic,Staff,16,0,16,8,0
1249,WCTR  112 - 05   5 Hours Infant-Toddler Appropriate Practices,05-LEC Dynamic,Staff,25,0,25,0,0
