Class Number, Campus, Class Name, Section Name, Instructor, Capacity, Enrolled, Available Seats, Wait List Capacity, Wait List Total
6416,InterAmerican Campus,ISM 4011 - 0012   Management Information Systems,0012-LEC Main Sess,Staff,21,15,6,0,0
6418,Hialeah Campus,ISM 4011 - 0013   Management Information Systems,0013-LEC Eight Wk 2,Staff,30,27,3,0,0
6417,Hialeah Campus,ISM 4011 - 0014   Management Information Systems,0014-LEC Eight Wk 1,Staff,30,0,30,0,0
11331,North Campus,FES 4003 - 0001   Public Policy In Emergency Management,0001-LEC Conversion,Staff,30,7,23,0,0
17268,Medical Campus,NUR 3997 - 0001   Validated Nursing Course,0001-LEC Main Sess,Staff,40,25,15,0,0
6081,North Campus,DIG 3940 - 0001   Upper Division Internship,0001-OTH Main Sess,Staff,25,1,24,0,0
6082,North Campus,DIG 3940 - 0002   Upper Division Internship,0002-OTH Twelve Wk,Staff,25,0,25,0,0
7535,North Campus,BSC 3930 - 0001   Biological Sciences Seminar,0001-LEC Main Sess,Staff,24,14,10,0,0
9680,North Campus,MAN 3894 - 0001   Applied Case Studies In Management,0001-LEC Eight Wk 2,Staff,20,11,9,0,0
17253,North Campus,MAN 3894 - 0002   Applied Case Studies In Management,0002-LEC Twelve Wk,Staff,30,0,30,0,0
9683,North Campus,MAN 3894 - 0004   Applied Case Studies In Management,0004-LEC Conversion,Staff,30,17,13,0,0
9671,Kendall Campus,MAN 3894 - 0005   Applied Case Studies In Management,0005-LEC Main Sess,Staff,40,0,40,0,0
9672,Kendall Campus,MAN 3894 - 0006   Applied Case Studies In Management,0006-LEC Main Sess,Staff,45,0,45,0,0
17254,Kendall Campus,MAN 3894 - 0007   Applied Case Studies In Management,0007-LEC Twelve Wk,Staff,30,0,30,0,0
9684,Kendall Campus,MAN 3894 - 0008   Applied Case Studies In Management,0008-LEC Weekend,Staff,30,0,30,0,0
9682,Kendall Campus,MAN 3894 - 0009   Applied Case Studies In Management,0009-LEC Eight Wk 2,Staff,36,0,36,0,0
9673,Wolfson Campus,MAN 3894 - 0010   Applied Case Studies In Management,0010-LEC Main Sess,Staff,30,15,15,0,0
9679,Wolfson Campus,MAN 3894 - 0011   Applied Case Studies In Management,0011-LEC Eight Wk 2,Staff,30,11,19,0,0
9674,Homestead Campus,MAN 3894 - 0012   Applied Case Studies In Management,0012-LEC Main Sess,Staff,30,0,30,0,0
9675,Homestead Campus,MAN 3894 - 0013   Applied Case Studies In Management,0013-LEC Main Sess,Staff,25,20,5,0,0
9676,InterAmerican Campus,MAN 3894 - 0014   Applied Case Studies In Management,0014-LEC Main Sess,Staff,21,17,4,0,0
9677,Hialeah Campus,MAN 3894 - 0015   Applied Case Studies In Management,0015-LEC Eight Wk 1,Staff,30,21,9,0,0
9678,Hialeah Campus,MAN 3894 - 0016   Applied Case Studies In Management,0016-LEC Eight Wk 2,Staff,30,10,20,0,0
10502,Wolfson Campus,NUR 3846 - 0002   Foundations Of Professional Nursing,0002-LEC Main Sess,Staff,30,27,3,0,0
10504,Medical Campus,NUR 3846 - 0003   Foundations Of Professional Nursing,0003-LEC Conversion,Staff,40,0,40,0,0
10510,Medical Campus,NUR 3846 - 0004   Foundations Of Professional Nursing,0004-LEC Conversion,Staff,40,8,32,0,0
10509,Medical Campus,NUR 3846 - 0005   Foundations Of Professional Nursing,0005-LEC Conversion,Staff,40,27,13,0,0
10506,Medical Campus,NUR 3846 - 0006   Foundations Of Professional Nursing,0006-LEC Conversion,Staff,40,20,20,0,0
10508,Medical Campus,NUR 3846 - 0008   Foundations Of Professional Nursing,0008-LEC Conversion,Staff,40,0,40,0,0
10505,Homestead Campus,NUR 3846 - 0009   Foundations Of Professional Nursing,0009-LEC Conversion,Staff,30,0,30,0,0
10503,Homestead Campus,NUR 3846 - 0010   Foundations Of Professional Nursing,0010-LEC Conversion,Staff,30,12,18,0,0
12321,Medical Campus,NUR 3826 - 0001   Ethical Issues In Health Care And The Environment,0001-LEC Conversion,Staff,30,0,30,0,0
14896,Wolfson Campus,NUR 3805 - 0002   Transition To Professional Nursing,0002-LEC Main Sess,Staff,30,28,2,0,0
14905,Medical Campus,NUR 3805 - 0003   Transition To Professional Nursing,0003-LEC Conversion,Staff,40,6,34,0,0
14904,Medical Campus,NUR 3805 - 0004   Transition To Professional Nursing,0004-LEC Conversion,Staff,30,5,25,0,0
14900,Medical Campus,NUR 3805 - 0005   Transition To Professional Nursing,0005-LEC Conversion,Staff,30,0,30,0,0
14898,Medical Campus,NUR 3805 - 0006   Transition To Professional Nursing,0006-LEC Conversion,Staff,40,20,20,0,0
14906,Medical Campus,NUR 3805 - 0008   Transition To Professional Nursing,0008-LEC Conversion,Staff,30,21,9,0,0
14899,Medical Campus,NUR 3805 - 0009   Transition To Professional Nursing,0009-LEC Conversion,Staff,40,0,40,0,0
14901,Medical Campus,NUR 3805 - 0010   Transition To Professional Nursing,0010-LEC Conversion,Staff,20,5,15,0,0
14902,Homestead Campus,NUR 3805 - 0011   Transition To Professional Nursing,0011-LEC Conversion,Staff,30,0,30,0,0
13823,North Campus,CGS 3763 - 0001   Operating System Principles,0001-LEC Main Sess,Staff,40,17,23,0,0
13824,North Campus,CGS 3763 - 0002   Operating System Principles,0002-LEC Main Sess,Staff,40,0,40,0,0
13827,Wolfson Campus,CGS 3763 - 0003   Operating System Principles,0003-LEC Main Sess,Staff,28,0,28,0,0
13826,Wolfson Campus,CGS 3763 - 0004   Operating System Principles,0004-LEC Main Sess,Staff,28,23,5,0,0
13825,Wolfson Campus,CGS 3763 - 0005   Operating System Principles,0005-LEC Main Sess,Staff,30,0,30,0,0
15290,Medical Campus,HSC 3701 - 0001   Leadership And Management In Healthcare,0001-LEC Main Sess,Staff,15,0,15,0,0
8125,North Campus,CCJ 3700 - 0001   Methods Of Research In Criminal Justice,0001-LEC Main Sess,Staff,40,0,40,0,0
8124,North Campus,CCJ 3700 - 0002   Methods Of Research In Criminal Justice,0002-LEC Main Sess,Staff,40,20,20,0,0
8092,Medical Campus,NSP 3685 - 0001   End-Of-Life Nursing Care,0001-LEC Conversion,Staff,30,8,22,0,0
12320,Medical Campus,NUR 3674 - 0001   Faith Based Community Nursing,0001-LEC Conversion,Staff,30,15,15,0,0
6354,North Campus,ETI 3671 - 0001   Technical Economic Analysis,0001-LEC 1st Mon Sp,Staff,24,9,15,0,0
6353,North Campus,ETI 3671 - 0002   Technical Economic Analysis,0002-LEC Main Sess,Staff,24,0,24,0,0
5424,North Campus,CCJ 3666 - 0001   Victimology,0001-LEC 1st Mon Sp,Staff,40,0,40,0,0
5425,North Campus,CCJ 3666 - 0002   Victimology,0002-LEC 1st Mon Sp,Staff,40,0,40,0,0
5426,North Campus,CCJ 3666 - 0003   Victimology,0003-LEC 1st Mon Sp,Staff,40,25,15,0,0
5421,Kendall Campus,CCJ 3666 - 0004   Victimology,0004-LEC Main Sess,Staff,40,13,27,0,0
5422,Wolfson Campus,CCJ 3666 - 0005   Victimology,0005-LEC Eight Wk 2,Staff,30,0,30,0,0
7242,North Campus,CCJ 3663 - 0001   Female Crime And Delinquency,0001-LEC Twelve Wk,Staff,40,0,40,0,0
7240,North Campus,CCJ 3663 - 0002   Female Crime And Delinquency,0002-LEC Main Sess,Staff,40,32,8,0,0
7241,North Campus,CCJ 3663 - 0003   Female Crime And Delinquency,0003-LEC Main Sess,Staff,40,0,40,0,0
15257,North Campus,FIL 3651 - 0001   Business Proposals For Film & Television,0001-LEC Main Sess,Staff,30,23,7,0,0
9273,North Campus,EEX 3603 - 0001   Positive Behavior Supports In Inclusive Settings,0001-LEC Weekend,Staff,25,0,25,0,0
9270,North Campus,EEX 3603 - 0002   Positive Behavior Supports In Inclusive Settings,0002-LEC Main Sess,Staff,25,16,9,0,0
9271,North Campus,EEX 3603 - 0003   Positive Behavior Supports In Inclusive Settings,0003-LEC Main Sess,Staff,25,0,25,0,0
9272,Kendall Campus,EEX 3603 - 0004   Positive Behavior Supports In Inclusive Settings,0004-LEC Main Sess,Staff,20,16,4,0,0
11140,North Campus,FIL 3602 - 0001   Production Management,0001-LEC Main Sess,Staff,30,20,10,0,0
8501,North Campus,CJE 3574 - 0001   Interpersonal Communications For Law Enforcement,0001-LEC Twelve Wk,Staff,40,16,24,0,0
8500,Kendall Campus,CJE 3574 - 0002   Interpersonal Communications For Law Enforcement,0002-LEC Main Sess,Staff,35,23,12,0,0
9530,North Campus,CJL 3564 - 0001   Judicial Policy Making,0001-LEC Twelve Wk,Staff,43,26,17,0,0
7256,North Campus,CIS 3510 - 0001   Information Technology Project Management,0001-LEC Main Sess,Staff,40,0,40,0,0
7257,North Campus,CIS 3510 - 0002   Information Technology Project Management,0002-LEC Main Sess,Staff,30,17,13,0,0
7260,Wolfson Campus,CIS 3510 - 0003   Information Technology Project Management,0003-LEC Main Sess,Staff,28,0,28,0,0
7259,Wolfson Campus,CIS 3510 - 0004   Information Technology Project Management,0004-LEC Main Sess,Staff,28,21,7,0,0
7258,Wolfson Campus,CIS 3510 - 0005   Information Technology Project Management,0005-LEC Main Sess,Staff,30,0,30,0,0
7782,Kendall Campus,MAN 3506 - 0001   Operations Management,0001-LEC Main Sess,Staff,30,13,17,0,0
5498,North Campus,CJE 3444 - 0001   Crime Prevention,0001-LEC Main Sess,Staff,40,36,4,0,0
5497,Kendall Campus,CJE 3444 - 0002   Crime Prevention,0002-LEC Main Sess,Staff,36,22,14,0,0
8449,Kendall Campus,EDG 3443 - 0001   Classroom And Behavior Management,0001-LEC Conversion,Staff,32,0,32,0,0
8451,InterAmerican Campus,EDG 3443 - 0002   Classroom And Behavior Management,0002-LEC Weekend,Staff,30,0,30,0,0
6707,InterAmerican Campus,EME 3430 - 0001   Instructional Technology In Mathematics And Science,0001-LEC Main Sess,Staff,25,8,17,0,0
6313,InterAmerican Campus,EDG 3410 - 0001   Classroom Management and Communication for P-12 Teachers,0001-LEC Conversion,Staff,28,18,10,0,0
15707,North Campus,RTV 3408 - 0001   Ethics & Research For Non-Fiction Scripts,0001-LEC Main Sess,Staff,30,28,2,0,0
11338,Kendall Campus,FIN 3403 - 0001   Financial Management,0001-LEC Main Sess,Staff,25,0,25,0,0
11339,Kendall Campus,FIN 3403 - 0002   Financial Management,0002-LEC Weekend,Staff,25,18,7,0,0
7038,North Campus,FIN 3400 - 0001   Finance For Non-Financial Managers,0001-LEC Main Sess,Staff,30,0,30,0,0
7049,North Campus,FIN 3400 - 0003   Finance For Non-Financial Managers,0003-LEC 1st Mon Sp,Staff,30,0,30,0,0
7048,North Campus,FIN 3400 - 0004   Finance For Non-Financial Managers,0004-LEC Conversion,Staff,30,0,30,0,0
7037,North Campus,FIN 3400 - 0005   Finance For Non-Financial Managers,0005-LEC Main Sess,Staff,30,0,30,0,0
7047,North Campus,FIN 3400 - 0006   Finance For Non-Financial Managers,0006-LEC Conversion,Staff,30,21,9,0,0
7046,North Campus,FIN 3400 - 0007   Finance For Non-Financial Managers,0007-LEC Conversion,Staff,30,0,30,0,0
7030,Kendall Campus,FIN 3400 - 0008   Finance For Non-Financial Managers,0008-LEC Main Sess,Staff,36,12,24,0,0
7031,Kendall Campus,FIN 3400 - 0009   Finance For Non-Financial Managers,0009-LEC Main Sess,Staff,30,28,2,0,0
7032,Kendall Campus,FIN 3400 - 0010   Finance For Non-Financial Managers,0010-LEC Main Sess,Staff,35,20,15,0,0
7033,Kendall Campus,FIN 3400 - 0011   Finance For Non-Financial Managers,0011-LEC Main Sess,Staff,25,0,25,0,0
7040,Wolfson Campus,FIN 3400 - 0012   Finance For Non-Financial Managers,0012-LEC Twelve Wk,Staff,30,14,16,0,0
7034,Wolfson Campus,FIN 3400 - 0013   Finance For Non-Financial Managers,0013-LEC Main Sess,Staff,30,9,21,0,0
7035,Homestead Campus,FIN 3400 - 0014   Finance For Non-Financial Managers,0014-LEC Main Sess,Staff,30,0,30,0,0
7036,Homestead Campus,FIN 3400 - 0015   Finance For Non-Financial Managers,0015-LEC Main Sess,Staff,25,12,13,0,0
7039,InterAmerican Campus,FIN 3400 - 0016   Finance For Non-Financial Managers,0016-LEC Main Sess,Staff,21,9,12,0,0
7045,InterAmerican Campus,FIN 3400 - 0017   Finance For Non-Financial Managers,0017-LEC Conversion,Staff,21,12,9,0,0
7041,Hialeah Campus,FIN 3400 - 0019   Finance For Non-Financial Managers,0019-LEC Eight Wk 1,Staff,25,0,25,0,0
7042,Hialeah Campus,FIN 3400 - 0020   Finance For Non-Financial Managers,0020-LEC Eight Wk 1,Staff,31,0,31,0,0
13209,North Campus,RED 3393 - 0001   Differentiated Instruction In Content Reading,0001-LEC 1st Mon Sp,Staff,28,0,28,0,0
13208,Kendall Campus,RED 3393 - 0002   Differentiated Instruction In Content Reading,0002-LEC Conversion,Staff,28,23,5,0,0
13206,InterAmerican Campus,RED 3393 - 0003   Differentiated Instruction In Content Reading,0003-LEC Main Sess,Staff,28,16,12,0,0
8429,North Campus,CIS 3360 - 0001   Principles Of Information Security,0001-LEC 1st Mon Sp,Staff,40,0,40,0,0
8426,North Campus,CIS 3360 - 0002   Principles Of Information Security,0002-LEC Main Sess,Staff,30,18,12,0,0
8427,Wolfson Campus,CIS 3360 - 0003   Principles Of Information Security,0003-LEC Main Sess,Staff,28,13,15,0,0
8428,Wolfson Campus,CIS 3360 - 0004   Principles Of Information Security,0004-LEC Main Sess,Staff,28,17,11,0,0
9641,Kendall Campus,EDG 3321 - 0002   General Teaching Skills,0002-LEC Conversion,Staff,32,0,32,0,0
9638,InterAmerican Campus,EDG 3321 - 0003   General Teaching Skills,0003-LEC Main Sess,Staff,21,17,4,0,0
9639,InterAmerican Campus,EDG 3321 - 0004   General Teaching Skills,0004-LEC Main Sess,Staff,21,0,21,0,0
9642,InterAmerican Campus,EDG 3321 - 0005   General Teaching Skills,0005-LEC 1st Mon Sp,Staff,21,0,21,0,0
9643,InterAmerican Campus,EDG 3321 - 0006   General Teaching Skills,0006-LEC 1st Mon Sp,Staff,21,18,3,0,0
12100,North Campus,EEC 3301 - 0001   General Teaching Methods For Early Childhood Education,0001-LEC Main Sess,Staff,25,0,25,0,0
12103,North Campus,EEC 3301 - 0002   General Teaching Methods For Early Childhood Education,0002-LEC Main Sess,Staff,30,15,15,0,0
12102,North Campus,EEC 3301 - 0003   General Teaching Methods For Early Childhood Education,0003-LEC Main Sess,Staff,30,0,30,0,0
12101,Kendall Campus,EEC 3301 - 0004   General Teaching Methods For Early Childhood Education,0004-LEC Main Sess,Staff,30,15,15,0,0
15311,North Campus,MAN 3301 - 0001   Human Resource Management,0001-LEC Main Sess,Staff,30,10,20,0,0
15325,North Campus,MAN 3301 - 0002   Human Resource Management,0002-LEC Conversion,Staff,30,0,30,0,0
15324,North Campus,MAN 3301 - 0003   Human Resource Management,0003-LEC Conversion,Staff,30,0,30,0,0
15323,North Campus,MAN 3301 - 0004   Human Resource Management,0004-LEC Conversion,Staff,30,25,5,0,0
15312,Kendall Campus,MAN 3301 - 0005   Human Resource Management,0005-LEC Main Sess,Staff,35,24,11,0,0
15329,Kendall Campus,MAN 3301 - 0006   Human Resource Management,0006-LEC Weekend,Staff,35,0,35,0,0
15313,Kendall Campus,MAN 3301 - 0007   Human Resource Management,0007-LEC Main Sess,Staff,25,0,25,0,0
15327,Kendall Campus,MAN 3301 - 0008   Human Resource Management,0008-LEC Conversion,Staff,35,0,35,0,0
15314,Wolfson Campus,MAN 3301 - 0009   Human Resource Management,0009-LEC Main Sess,Staff,30,16,14,0,0
15328,Wolfson Campus,MAN 3301 - 0010   Human Resource Management,0010-LEC 1st Mon Sp,Staff,30,25,5,0,0
15326,Wolfson Campus,MAN 3301 - 0011   Human Resource Management,0011-LEC Conversion,Staff,30,17,13,0,0
15320,Wolfson Campus,MAN 3301 - 0012   Human Resource Management,0012-LEC Eight Wk 1,Staff,30,29,1,0,0
15315,Homestead Campus,MAN 3301 - 0013   Human Resource Management,0013-LEC Main Sess,Staff,25,13,12,0,0
15317,Homestead Campus,MAN 3301 - 0014   Human Resource Management,0014-LEC Main Sess,Staff,30,0,30,0,0
15316,InterAmerican Campus,MAN 3301 - 0015   Human Resource Management,0015-LEC Main Sess,Staff,30,16,14,0,0
15322,Hialeah Campus,MAN 3301 - 0016   Human Resource Management,0016-LEC Eight Wk 2,Staff,30,0,30,0,0
15321,Hialeah Campus,MAN 3301 - 0017   Human Resource Management,0017-LEC Eight Wk 2,Staff,30,0,30,0,0
15318,Hialeah Campus,MAN 3301 - 0018   Human Resource Management,0018-LEC Eight Wk 1,Staff,30,0,30,0,0
15319,Hialeah Campus,MAN 3301 - 0019   Human Resource Management,0019-LEC Eight Wk 1,Staff,30,24,6,0,0
13962,Wolfson Campus,NUR 3289 - 0001   Foundations Of Gerontology,0001-LEC Main Sess,Staff,30,14,16,0,0
13963,Medical Campus,NUR 3289 - 0002   Foundations Of Gerontology,0002-LEC Conversion,Staff,30,0,30,0,0
13964,Medical Campus,NUR 3289 - 0003   Foundations Of Gerontology,0003-LEC Conversion,Staff,30,9,21,0,0
12653,Kendall Campus,TSL 3243 - 0001   Esol I: Second Language Acquisition· Communication· And Culture,0001-LEC Conversion,Staff,28,18,10,0,0
12651,InterAmerican Campus,TSL 3243 - 0002   Esol I: Second Language Acquisition· Communication· And Culture,0002-LEC Main Sess,Staff,21,0,21,0,0
12652,InterAmerican Campus,TSL 3243 - 0003   Esol I: Second Language Acquisition· Communication· And Culture,0003-LEC Main Sess,Staff,28,26,2,0,0
11872,North Campus,MAN 3240 - 0001   Organizational Behavior,0001-LEC Main Sess,Staff,30,10,20,0,0
11887,North Campus,MAN 3240 - 0002   Organizational Behavior,0002-LEC Conversion,Staff,40,32,8,0,0
11881,North Campus,MAN 3240 - 0003   Organizational Behavior,0003-LEC Eight Wk 1,Staff,30,0,30,0,0
11885,North Campus,MAN 3240 - 0004   Organizational Behavior,0004-LEC Eight Wk 2,Staff,30,0,30,0,0
11873,Kendall Campus,MAN 3240 - 0005   Organizational Behavior,0005-LEC Main Sess,Staff,30,17,13,0,0
11874,Kendall Campus,MAN 3240 - 0006   Organizational Behavior,0006-LEC Main Sess,Staff,25,19,6,0,0
11889,Kendall Campus,MAN 3240 - 0007   Organizational Behavior,0007-LEC Weekend,Staff,36,0,36,0,0
11875,Wolfson Campus,MAN 3240 - 0008   Organizational Behavior,0008-LEC Main Sess,Staff,30,15,15,0,0
11888,Wolfson Campus,MAN 3240 - 0009   Organizational Behavior,0009-LEC 1st Mon Sp,Staff,30,29,1,0,0
11886,Wolfson Campus,MAN 3240 - 0010   Organizational Behavior,0010-LEC Conversion,Staff,30,16,14,0,0
11884,Wolfson Campus,MAN 3240 - 0011   Organizational Behavior,0011-LEC Eight Wk 2,Staff,30,28,2,0,0
11876,Homestead Campus,MAN 3240 - 0012   Organizational Behavior,0012-LEC Main Sess,Staff,30,0,30,0,0
11878,Homestead Campus,MAN 3240 - 0013   Organizational Behavior,0013-LEC Main Sess,Staff,25,6,19,0,0
11877,InterAmerican Campus,MAN 3240 - 0014   Organizational Behavior,0014-LEC Main Sess,Staff,21,16,5,0,0
11883,Hialeah Campus,MAN 3240 - 0015   Organizational Behavior,0015-LEC Eight Wk 2,Staff,30,9,21,0,0
11882,Hialeah Campus,MAN 3240 - 0016   Organizational Behavior,0016-LEC Eight Wk 2,Staff,30,0,30,0,0
11879,Hialeah Campus,MAN 3240 - 0017   Organizational Behavior,0017-LEC Eight Wk 1,Staff,30,6,24,0,0
11880,Hialeah Campus,MAN 3240 - 0018   Organizational Behavior,0018-LEC Eight Wk 1,Staff,30,0,30,0,0
10297,North Campus,EEX 3226 - 0001   Assessment Of All Young Children,0001-LEC Main Sess,Staff,25,16,9,0,0
10296,Kendall Campus,EEX 3226 - 0002   Assessment Of All Young Children,0002-LEC Main Sess,Staff,30,17,13,0,0
6631,North Campus,EEC 3212 - 0001   Integrated Social Sciences· Humanities· And Arts,0001-LEC Main Sess,Staff,25,10,15,0,0
6633,North Campus,EEC 3212 - 0002   Integrated Social Sciences· Humanities· And Arts,0002-LEC Main Sess,Staff,25,0,25,0,0
6632,Kendall Campus,EEC 3212 - 0003   Integrated Social Sciences· Humanities· And Arts,0003-LEC Main Sess,Staff,30,15,15,0,0
9227,North Campus,EEC 3211 - 0001   Science· Technology· And Mathematics (Stem) Methods For Ece I,0001-LEC Main Sess,Staff,25,15,10,0,0
9226,Kendall Campus,EEC 3211 - 0002   Science· Technology· And Mathematics (Stem) Methods For Ece I,0002-LEC Main Sess,Staff,20,16,4,0,0
13847,North Campus,MSL 3202 - 0001   Leadership And Ethics,0001-LEC Main Sess,Staff,30,2,28,0,0
14637,Medical Campus,HSC 3181 - 0001   Alternative Medicine Strategies,0001-LEC Main Sess,Staff,15,4,11,0,0
13961,Wolfson Campus,NUR 3178 - 0001   Complementary And Alternative Health Care,0001-LEC Main Sess,Staff,30,0,30,0,0
13960,Wolfson Campus,NUR 3178 - 0002   Complementary And Alternative Health Care,0002-LEC Main Sess,Staff,30,29,1,0,0
14886,Wolfson Campus,NUR 3165 - 0001   Nursing Research,0001-LEC Main Sess,Staff,30,0,30,0,0
14895,Medical Campus,NUR 3165 - 0003   Nursing Research,0003-LEC Conversion,Staff,40,0,40,0,0
14889,Medical Campus,NUR 3165 - 0004   Nursing Research,0004-LEC Conversion,Staff,40,6,34,0,0
14891,Medical Campus,NUR 3165 - 0005   Nursing Research,0005-LEC Conversion,Staff,40,14,26,0,0
14894,Medical Campus,NUR 3165 - 0006   Nursing Research,0006-LEC Conversion,Staff,40,0,40,0,0
14893,Medical Campus,NUR 3165 - 0007   Nursing Research,0007-LEC Conversion,Staff,40,30,10,0,0
14892,Medical Campus,NUR 3165 - 0008   Nursing Research,0008-LEC Conversion,Staff,40,0,40,0,0
