Class Number, Class Name, Section Name, Instructor, Capacity, Enrolled, Available Seats, Wait List Capacity, Wait List Total11994,BSC 7982 - U01   Dissertation Defense Seminar,U01-G Regular,Jennifer Richards,10,4,6,0,0
15995,CIS 7910 - U08   Graduate Research,U08-R Regular,Giri Narasimhan,10,2,8,0,0
15996,CIS 7910 - U09   Graduate Research,U09-R Regular,Deng Pan,10,0,10,0,0
31923,CIS 7910 - U10   Graduate Research,U10-R Regular,Peter Clarke,10,0,10,0,0
16051,CIS 7910 - U11   Graduate Research,U11-R Regular,Liting Hu,10,1,9,0,0
16062,CIS 7910 - U12   Graduate Research,U12-R Regular,Raju Rangaswami,10,1,9,0,0
31924,CIS 7910 - U13   Graduate Research,U13-R Regular,Sundararaj Iyengar,10,1,9,0,0
16063,CIS 7910 - U14   Graduate Research,U14-R Regular,Xudong He,10,0,10,0,0
31925,CIS 7910 - U15   Graduate Research,U15-R Regular,Niki Pissinou,10,0,10,0,0
16155,CIS 7910 - U16   Graduate Research,U16-R Regular,Wei Zeng,10,2,8,0,0
16215,CIS 7910 - U17   Graduate Research,U17-R Regular,Bogdan O.P. Carbunar,10,2,8,0,0
31926,CIS 7910 - U18   Graduate Research,U18-R Regular,Samuel Ganzfried,10,1,9,0,0
16281,CIS 7910 - U19   Graduate Research,U19-R Regular,Shu-Ching Chen,10,1,9,0,0
16282,CIS 7910 - U20   Graduate Research,U20-R Regular,Leonardo Bobadilla,10,1,9,0,0
16302,CIS 7910 - U21   Graduate Research,U21-R Regular,Ning Xie,10,2,8,0,0
31927,CIS 7910 - U22   Graduate Research,U22-R Regular,Ruogu Fang,10,2,8,0,0
31928,CIS 7910 - U23   Graduate Research,U23-R Regular,Tao Li,10,0,10,0,0
16123,EEL 7910 - U02   Advanced Research,U02-R Regular,Arif Sarwat,10,2,8,0,0
15914,EEL 7910 - U03   Advanced Research,U03-R Regular,Nezih Pala,10,1,9,0,0
16124,EEL 7910 - U04   Advanced Research,U04-R Regular,Hai Deng,10,0,10,0,0
15916,EEL 7910 - U05   Advanced Research,U05-R Regular,Malek Adjouadi,10,2,8,0,0
16029,EEL 7910 - U06   Advanced Research,U06-R Regular,Arif Selcuk Uluagac,10,0,10,0,0
16125,EEL 7910 - U08   Advanced Research,U08-R Regular,Mercedes Cabrerizo,10,1,9,0,0
16126,EEL 7910 - U09   Advanced Research,U09-R Regular,Gang Quan,10,1,9,0,0
16127,EEL 7910 - U10   Advanced Research,U10-R Regular,Armando Barreto,10,1,9,0,0
16128,EEL 7910 - U11   Advanced Research,U11-R Regular,Sakhrat Khizroev,10,1,9,0,0
16222,EEL 7910 - U13   Advanced Research,U13-R Regular,Osama Mohammed,10,2,8,0,0
16231,EEL 7910 - U14   Advanced Research,U14-R Regular,Niki Pissinou,10,2,8,0,0
16291,EEL 7910 - U15   Advanced Research,U15-R Regular,Kang Yen,10,1,9,0,0
16376,EEL 7910 - U16   Advanced Research,U16-R Regular,Irene Calizo,10,1,9,0,0
16379,EEL 7910 - U17   Advanced Research,U17-R Regular,Shekhar Bhansali,10,2,8,0,0
16382,EEL 7910 - U18   Advanced Research,U18-R Regular,Ahmed Ibrahim Mohamed,10,0,10,0,0
16385,EEL 7910 - U20   Advanced Research,U20-R Regular,Stavros Georgakopoulos,10,0,10,0,0
14976,INR 7910 - U01   Pre-Dissertation Research,U01-O Regular,Thomas Breslin,10,1,9,0,0
19078,INR 7910 - U02   Pre-Dissertation Research,U02-O Regular,John Clark,10,0,10,0,0
19079,INR 7910 - U03   Pre-Dissertation Research,U03-O Regular,Ronald Cox,10,0,10,0,0
14977,INR 7910 - U04   Pre-Dissertation Research,U04-O Regular,Harry Gould,10,0,10,0,0
14978,INR 7910 - U06   Pre-Dissertation Research,U06-O Regular,Felix Martin,10,3,7,0,0
14979,INR 7910 - U07   Pre-Dissertation Research,U07-O Regular,Mohiaddin Messbahi,10,2,8,0,0
14980,INR 7910 - U08   Pre-Dissertation Research,U08-O Regular,Dario Moreno,10,0,10,0,0
14981,INR 7910 - U09   Pre-Dissertation Research,U09-O Regular,Frank Mora,10,0,10,0,0
32258,INR 7910 - U11   Pre-Dissertation Research,U11-O Regular,Susanne Zwingel,10,0,10,0,0
18703,MDR 7910 - U01   Research Scholarship,U01-R B11,Juan Acuna,2,0,2,0,0
14997,POS 7910 - U01   Pre-Dissertation Research,U01-R Regular,Thomas Breslin,10,0,10,0,0
19109,POS 7910 - U02   Pre-Dissertation Research,U02-R Regular,John Clark,10,0,10,0,0
19110,POS 7910 - U03   Pre-Dissertation Research,U03-R Regular,Ronald Cox,10,1,9,0,0
19113,POS 7910 - U04   Pre-Dissertation Research,U04-R Regular,Clement Fatovic,10,1,9,0,0
14998,POS 7910 - U05   Pre-Dissertation Research,U05-R Regular,Eduardo Gamarra,10,0,10,0,0
19112,POS 7910 - U06   Pre-Dissertation Research,U06-R Regular,Barry Levitt,10,0,10,0,0
19146,POS 7910 - U07   Pre-Dissertation Research,U07-R Regular,Felix Martin,10,0,10,0,0
32278,POS 7910 - U08   Pre-Dissertation Research,U08-R Regular,Mohiaddin Messbahi,10,2,8,0,0
32279,POS 7910 - U09   Pre-Dissertation Research,U09-R Regular,Dario Moreno,10,0,10,0,0
32280,POS 7910 - U10   Pre-Dissertation Research,U10-R Regular,Markus Thiel,10,0,10,0,0
32281,POS 7910 - U11   Pre-Dissertation Research,U11-R Regular,Susanne Zwingel,10,0,10,0,0
10778,SPW 7910 - U01   Pre-Dissertation Research,U01-R Regular,Renee Silverman,5,1,4,0,0
15342,ACG 7906 - U01   Independent Study,U01-Z Regular,Ruth Mc Ewen,10,8,2,0,0
35468,SYD 7903 - 01   Directed Readings,01-Z Regular,Juliet Erazo,5,1,4,0,0
16717,NGR 7891 - RVC   Healthcare Finance and Economics in Advanced Clinical Practice,RVC-C Regular,Salvatore Barbera,40,38,2,0,0
33562,ACG 7888 - U01   Seminar: The Philosophy of Science, Theory Construction, and Verification in Accounting,U01-C Regular,Dasaratha Rama,10,4,6,0,0
33831,NGR 7871 - RVC   Healthcare Informatics,RVC-C Regular,Jeffrey Groom, Vicente Gonzalez,44,43,1,0,0
32139,PAD 7865 - U01   Development Administration,U01-C Regular,Jean-Claude Garcia-Zamor,40,11,29,0,0
33455,FIN 7856 - U01   Financial Economics II,U01-C Regular,Diogo Duarte Garcia Pires,6,5,1,0,0
33454,FIN 7846 - U01   Statistical Methods in Finance II,U01-C Regular,Xiaoquan Jiang,6,5,1,0,0
18326,MDC 7830 - U01   Psychiatry Clerkship,U01-C B11,Autumn Ning, Eugenio Rothe, Leonard Gralnik, Luis Carcache, Raul Corredor,25,15,10,0,0
18327,MDC 7830 - U02   Psychiatry Clerkship,U02-C B11,Autumn Ning, Eugenio Rothe, Leonard Gralnik, Luis Carcache, Raul Corredor,25,16,9,0,0
33907,LAW 7813 - U01   Community Law Teaching,U01-C Regular,Phyllis Kotey,15,14,1,0,0
33453,FIN 7809 - U01   Financial Theory II,U01-C Regular,Edward Lawrence,6,5,1,0,0
33885,LAW 7804 - U01   United States Law II: Scholarship and Perspectives,U01-C Regular,Manuel Gomez,25,20,5,0,0
18330,MDC 7800 - U01   Neurology Clerkship,U01-C B11,Daniel De Jesus Segui, Darren Kaufman, Diana Barratt, Ferdinand Gomez, Liana Loughlin, Marin Gillis, Rebeca Martinez,25,16,9,0,0
18331,MDC 7800 - U02   Neurology Clerkship,U02-C B11,Daniel De Jesus Segui, Darren Kaufman, Diana Barratt, Ferdinand Gomez, Liana Loughlin, Marin Gillis, Rebeca Martinez,25,16,9,0,0
15725,ADE 7772 - U01   Review of Research in Adult Education and Human Resource Development,U01-C Regular,Thomas Reio,25,7,18,0,0
16600,NGR 7769 - RVC   Patient Safety and Quality Improvement in Healthcare,RVC-C Regular,Derrick Glymph,44,42,2,0,0
18481,NGR 7769 - RVD   Patient Safety and Quality Improvement in Healthcare,RVD-C Regular,Derrick Glymph,40,38,2,0,0
36090,MDE 7763 - U01   Diagnostic Radiology Elective,U01-M B11,David Graham, Joseph Ambrose,20,1,19,0,0
18332,MDC 7760 - U01   Radiology Clerkship,U01-C B11,David Graham, Joseph Ambrose,25,16,9,0,0
18333,MDC 7760 - U02   Radiology Clerkship,U02-C B11,David Graham, Joseph Ambrose,25,16,9,0,0
35405,MDS 7760 - U01   Radiology Selective,U01-M B11,David Graham, Joseph Ambrose,5,1,4,0,0
35406,MDS 7760 - U02   Radiology Selective,U02-M B11,David Graham, Joseph Ambrose,5,1,4,0,0
10171,ECO 7716 - U01   International Money,U01-C Regular,Ali Karayalcin,20,3,17,0,0
11792,PAD 7707 - U01   Applied Quantitative Analysis II,U01-C Regular,Hai Guo,14,12,2,0,0
10154,ECO 7705 - U01   International Trade,U01-C Regular,Kazuyuki Miyagiwa,15,2,13,0,0
16803,PHC 7705 - U01   Methods in Evidence Based Public Health,U01-C Regular,Nasar Ahmed,20,12,8,0,0
11805,PAD 7703C - U01   Empirical Methods in Public Administration,U01-C Regular,Nazife Ganapati,14,7,7,0,0
33461,MAN 7640 - U01   International Business Research Methods,U01-C Regular,Sumit Kundu,10,7,3,0,0
